word,1,2,3
brize,49,419,144
broad,36,310,154
broch,51,275,149
brock,54,339,132
brods,34,301,149
brogh,55,411,162
brogs,40,359,147
broil,35,281,141
broke,43,283,119
brome,39,246,135
bromo,41,274,151
bronc,44,286,123
brond,42,231,114
brood,37,261,122
brook,45,271,106
brool,33,192,112
broom,41,245,120
broos,27,177,124
brose,25,163,77
brosy,35,286,127
broth,46,250,138
brown,52,366,116
brows,44,347,112
brugh,61,500,156
bruin,43,353,173
bruit,42,393,176
brule,37,272,154
brume,45,297,145
brung,54,291,135
brunt,45,304,130
brush,45,281,136
brusk,48,341,144
brust,37,243,130
brute,38,294,155
bruts,37,298,155
buats,35,317,149
buaze,51,524,160
bubal,51,317,161
bubas,45,318,142
bubba,62,489,179
bubbe,61,491,176
bubby,71,603,160
bubus,52,394,170
buchu,62,403,163
bucko,59,480,161
bucks,56,381,109
bucku,65,521,168
budas,38,349,180
buddy,57,538,154
budge,53,490,158
budis,41,350,165
budos,39,329,165
buffa,66,526,154
buffe,65,529,152
buffi,69,531,156
buffo,67,550,153
buffs,64,541,119
buffy,75,603,146
bufos,48,447,189
bufty,63,534,178
buggy,69,557,161
bugle,49,397,168
buhls,47,589,196
buhrs,45,585,196
buiks,49,439,184
build,47,451,179
built,44,437,168
buist,38,298,145
bukes,45,319,133
bulbs,49,539,192
bulge,49,450,188
bulgy,59,529,188
bulks,50,399,160
bulky,61,466,169
bulla,40,257,145
bulls,38,295,103
bully,49,334,119
bulse,33,235,166
bumbo,60,364,152
bumfs,59,535,193
bumph,68,466,151
bumps,53,369,121
bumpy,64,433,142
bunas,36,201,133
bunce,47,376,131
bunch,61,311,129
bunco,49,328,149
bunde,45,260,131
bundh,59,443,144
bunds,44,303,105
bundt,51,459,145
bundu,53,365,135
bundy,55,354,126
bungs,50,313,96
bungy,61,345,133
bunia,41,347,158
bunje,58,544,174
bunjy,68,587,174
bunko,55,393,140
bunks,52,294,101
bunns,42,338,156
bunny,53,436,131
bunts,41,231,92
bunty,52,301,121
bunya,47,429,173
buoys,40,631,194
buppy,63,541,160
buran,40,141,85
buras,32,143,97
burbs,47,464,154
burds,40,336,131
buret,38,190,116
burfi,54,457,167
burgh,61,463,162
burgs,46,411,160
burin,43,154,127
burka,50,379,166
burke,49,322,166
burks,48,327,128
burls,36,341,132
burly,47,380,146
burns,38,326,128
burnt,45,349,155
buroo,36,169,131
burps,43,400,154
burqa,57,577,175
burro,37,273,141
burrs,34,323,132
burry,45,378,121
bursa,32,255,138
burse,31,205,116
burst,37,206,128
busby,54,530,178
bused,37,156,110
buses,27,152,90
bushy,52,350,137
busks,44,296,142
busky,55,363,147
bussu,35,414,164
busti,38,232,119
busts,33,170,100
busty,44,240,121
butch,60,404,145
buteo,37,395,161
butes,34,204,103
butle,40,415,185
butoh,51,429,181
butte,41,332,157
butts,40,336,150
butty,51,406,137
butut,49,403,181
butyl,50,435,180
buxom,67,622,200
buyer,42,440,165
buzzy,81,696,181
bwana,49,358,140
bwazi,66,629,189
byded,49,407,174
bydes,39,403,152
byked,57,423,140
bykes,47,419,134
bylaw,56,440,179
byres,33,358,118
byrls,38,567,174
byssi,33,563,193
bytes,36,380,132
byway,61,577,193
caaed,27,402,192
cabal,39,206,148
cabas,33,207,129
cabby,59,492,154
caber,36,201,147
cabin,44,253,163
cable,38,278,147
cabob,51,326,163
caboc,46,325,167
cabre,36,258,159
cacao,31,380,187
cacas,28,179,168
cache,42,196,123
cacks,44,253,89
cacky,55,320,126
cacti,38,385,175
caddy,45,414,142
cadee,26,174,137
cades,25,138,108
cadet,32,196,148
cadge,41,366,151
cadgy,51,445,169
cadie,30,263,160
cadis,29,226,148
cadre,29,257,165
caeca,29,387,185
caese,16,216,171
cafes,34,329,180
caffs,52,471,134
caged,41,208,147
cager,35,205,126
cages,31,204,136
cagey,42,319,152
cagot,40,282,167
cahow,52,314,177
caids,29,235,147
cains,27,153,115
caird,33,297,149
cairn,31,306,153
cajon,48,441,193
cajun,54,480,193
caked,43,196,99
cakes,33,192,93
cakey,44,307,133
calfs,39,394,159
calid,35,158,129
calif,44,240,131
calix,49,271,135
calks,38,282,140
calla,28,140,113
calls,26,178,71
calms,34,354,138
calmy,45,399,143
calos,23,104,119
calpa,35,289,153
calps,33,320,152
calve,42,298,152
calyx,55,365,164
caman,38,121,115
camas,30,123,115
camel,35,144,117
cameo,32,310,129
cames,29,119,84
camis,33,189,139
camos,31,174,158
campi,46,286,155
campo,44,278,155
camps,41,281,123
campy,52,345,144
camus,37,248,152
canal,30,112,130
candy,43,266,123
caned,33,78,93
caneh,38,281,128
caner,27,75,97
canes,23,74,74
cangs,38,225,68
canid,37,217,151
canna,32,251,141
canns,30,250,148
canny,41,348,123
canoe,26,310,158
canon,33,159,148
canso,25,186,123
canst,29,118,124
canto,32,170,110
cants,29,143,74
canty,40,213,103
capas,29,175,139
caped,38,161,109
caper,32,158,88
capes,28,157,105
capex,52,309,142
caphs,42,459,167
capiz,54,383,164
caple,34,285,165
capon,38,210,149
capos,30,221,148
capot,37,255,153
capri,36,259,150
capul,42,312,156
caput,43,331,167
carap,33,131,111
carat,27,85,92
carbo,38,283,141
carbs,35,384,133
carby,46,402,138
cardi,33,275,117
cards,28,256,88
cardy,39,307,104
cared,29,56,30
carer,23,53,63
cares,19,52,26
caret,26,110,73
carex,43,204,85
cargo,37,301,124
carks,36,247,89
carle,25,222,132
carls,24,261,115
carns,26,246,106
carny,37,344,129
carob,38,194,125
carol,27,103,123
carom,35,156,122
caron,29,77,93
carpi,36,325,146
carps,31,320,132
carrs,22,243,111
carry,33,298,100
carse,19,125,78
carta,27,185,106
carte,26,175,112
carts,25,179,87
carve,40,287,139
carvy,50,450,146
casas,16,129,163
casco,29,217,151
cased,25,74,108
cases,15,70,88
casks,32,214,147
casky,43,281,152
caste,22,84,83
casts,21,88,80
casus,23,234,169
catch,48,291,146
cater,26,92,74
cates,22,91,74
catty,39,293,136
cauda,35,371,170
cauks,41,355,172
cauld,39,362,154
caulk,47,385,149
cauls,29,252,143
caums,37,318,166
caups,36,342,167
cauri,32,179,147
causa,25,233,176
cause,24,183,140
cavas,37,299,157
caved,46,204,113
cavel,42,225,111
caver,40,201,86
caves,36,200,98
cavie,41,343,164
cavil,46,315,165
cawed,45,243,141
cawks,52,407,177
caxon,49,448,191
cease,16,139,122
ceaze,38,371,152
cebid,45,421,186
cecal,33,279,156
cecum,48,421,194
cedar,29,195,160
ceded,34,119,141
ceder,28,116,121
cedes,24,115,119
cedis,28,203,151
ceiba,37,443,197
ceili,29,281,177
ceils,24,296,155
celeb,37,285,164
cella,27,196,132
celli,30,219,145
cello,28,207,138
cells,25,234,90
celom,36,228,171
celts,26,273,142
cense,22,167,137
cento,31,220,129
cents,28,193,93
centu,37,298,139
ceorl,26,457,192
cepes,27,257,153
cerci,34,445,168
cered,28,94,77
ceres,18,90,73
cerge,34,322,148
ceria,24,217,133
ceric,34,162,123
cerne,26,255,153
ceroc,32,231,147
ceros,20,126,110
certs,24,217,129
certy,35,287,147
cesse,14,235,137
cesta,22,124,76
cesti,25,180,91
cetes,21,157,116
cetyl,37,388,185
cezve,57,555,201
chace,42,215,111
chack,59,214,97
chaco,44,167,135
chado,42,184,129
chads,39,187,109
chafe,49,335,139
chaff,67,344,121
chaft,55,383,135
chain,42,110,99
chair,38,164,101
chais,34,130,121
chalk,53,243,108
chals,35,110,77
champ,56,214,112
chams,43,205,112
chana,39,110,93
chang,53,119,63
chank,55,167,83
chant,44,132,68
chaos,32,290,148
chape,43,163,102
chaps,42,203,113
chapt,49,308,129
chara,35,60,91
chard,43,194,74
chare,34,58,49
chark,51,208,86
charm,47,226,92
charr,37,187,84
chars,33,117,58
chart,40,168,71
chary,44,172,96
chase,30,76,91
chasm,43,232,131
chats,36,101,95
chave,51,206,85
chavs,50,382,145
chawk,67,368,130
chaws,49,318,121
chaya,42,301,131
chays,40,318,116
cheap,43,180,126
cheat,37,134,100
check,58,296,136
cheek,47,288,123
cheep,42,247,119
cheer,33,110,111
chefs,47,382,148
cheka,48,349,159
chela,36,109,122
chelp,47,290,133
chemo,45,230,140
chems,42,282,134
chere,33,77,99
chert,39,187,116
chess,28,208,131
chest,35,88,95
cheth,50,198,135
chevy,60,435,160
chews,48,376,134
chewy,59,424,149
chiao,37,422,148
chias,34,221,139
chibs,49,428,150
chica,46,204,138
chich,59,178,128
chick,62,242,108
chico,47,195,142
chics,44,355,140
chide,43,195,101
chief,52,340,140
chiel,39,189,135
chiks,50,283,137
child,48,295,127
chile,39,146,82
chili,43,170,127
chill,44,210,84
chimb,63,330,130
chime,47,221,117
chimo,49,249,145
chimp,59,310,125
china,42,157,108
chine,41,127,63
ching,56,166,62
chink,58,214,85
chino,43,196,111
chins,40,156,85
chips,45,313,132
chirk,54,314,121
chirl,42,324,118
chirm,50,332,134
chiro,39,173,122
chirp,49,359,133
chirr,40,293,121
chirt,43,274,118
chiru,45,242,132
chits,39,164,107
chive,54,289,98
chivs,53,465,146
chivy,64,452,145
chizz,76,478,141
chock,60,281,125
choco,45,234,153
chocs,42,394,155
chode,41,200,126
chogs,46,301,140
choil,41,223,133
choir,39,248,153
choke,49,225,107
choko,51,329,149
choky,59,297,146
chola,38,117,119
choli,41,140,123
cholo,39,128,125
chomp,57,277,142
chons,38,129,106
choof,52,265,113
chook,51,213,98
choom,47,187,112
choon,41,108,108
chops,43,236,124
chord,44,220,115
chore,35,84,86
chose,31,105,94
chota,39,148,134
chott,44,253,127
chout,46,208,111
choux,63,331,152
chowk,68,339,141
chows,50,289,112
chubs,53,456,173
chuck,66,387,153
chufa,57,447,181
chuff,74,459,146
chugs,52,409,169
chump,63,347,132
chums,50,338,153
chunk,62,300,145
churl,46,343,152
churn,48,328,152
churr,44,312,143
chuse,37,203,136
chute,44,255,148
chuts,43,259,148
chyle,45,347,161
chyme,53,408,178
chynd,56,460,183
cibol,43,431,188
cided,38,261,122
cider,32,258,102
cides,28,257,100
ciels,24,300,161
cigar,39,356,171
ciggy,60,604,161
cilia,30,343,170
cills,29,321,85
cimar,37,280,150
cimex,56,435,167
cinch,52,338,141
cinct,44,500,167
cines,26,189,70
cinqs,50,622,191
cions,28,394,147
cippi,48,546,182
circa,35,465,192
circs,33,616,190
cires,22,226,93
cirls,27,435,154
cirri,30,374,177
cisco,32,350,165
cissy,28,461,162
cists,24,221,102
cital,32,240,140
cited,35,226,110
citer,29,223,91
cites,25,222,91
cives,39,351,110
civet,46,409,140
civic,55,487,183
civie,44,494,176
civil,49,466,177
civvy,70,734,187
clach,47,240,123
clack,50,304,109
clade,31,234,120
clads,30,277,124
claes,21,298,157
clags,36,347,145
claim,39,285,143
clame,35,215,94
clamp,47,304,120
clams,34,295,120
clang,44,209,69
clank,46,257,89
clans,28,199,76
claps,33,293,130
clapt,40,398,146
claro,27,157,109
clart,31,258,88
clary,35,262,113
clash,35,205,93
clasp,33,240,108
class,20,287,89
clast,27,167,73
clats,27,191,97
claut,36,318,146
clave,42,296,100
clavi,46,376,142
claws,40,408,137
clays,31,408,123
clean,29,179,111
clear,25,174,80
cleat,28,203,103
cleck,49,365,150
cleek,38,357,129
cleep,33,316,125
clefs,38,451,164
cleft,45,487,162
clegs,35,415,166
cleik,42,405,165
clems,33,351,148
clepe,33,313,158
clept,39,458,158
clerk,41,296,136
cleve,41,341,131
clews,39,445,155
click,53,307,126
clied,34,233,147
clies,24,229,136
cliff,61,447,154
clift,49,486,156
climb,54,395,134
clime,38,286,121
cline,32,192,79
cling,47,231,78
clink,49,279,101
clint,38,244,102
clipe,37,338,145
clips,36,378,154
clipt,43,483,167
clits,30,229,120
cloak,41,381,146
cloam,37,319,150
clock,51,371,125
clods,31,333,147
cloff,59,457,154
clogs,37,391,133
cloke,40,315,121
clomb,52,387,144
clomp,48,367,153
clone,30,190,89
clonk,47,277,122
clons,29,219,106
cloop,37,281,108
cloot,31,243,105
clops,34,326,123
close,22,195,91
clote,29,228,109
cloth,43,282,130
clots,28,232,119
cloud,40,344,145
clour,34,236,117
clous,30,245,127
clout,37,298,108
clove,43,358,116
clown,49,398,116
clows,41,379,112
cloye,33,441,152
cloys,32,476,159
cloze,44,455,147
clubs,44,520,175
cluck,57,451,158
clued,38,358,163
clues,28,354,159
cluey,39,469,170
clump,54,411,131
clung,51,316,143
clunk,53,364,143
clype,43,450,182
cnida,37,491,186
coach,44,257,151
coact,36,419,167
coady,38,345,171
coala,25,179,141
coals,23,217,138
coaly,34,256,174
coapt,37,415,173
coarb,38,348,162
coast,24,184,125
coate,25,204,107
coati,29,270,152
coats,24,208,123
cobbs,49,500,180
cobby,60,518,160
cobia,39,384,176
coble,39,304,159
cobra,38,286,149
cobza,56,573,196
cocas,29,226,169
cocci,44,534,185
cocco,42,409,182
cocks,45,300,101
cocky,56,367,138
cocoa,32,330,176
cocos,30,235,166
codas,27,261,174
codec,38,312,147
coded,36,178,136
coden,34,192,144
coder,30,175,116
codes,26,174,114
codex,50,326,153
codon,36,230,171
coeds,26,277,176
coffs,53,474,146
cogie,37,353,174
cogon,42,261,170
cogue,41,433,176
cohab,49,362,188
cohen,39,302,173
cohoe,34,442,184
cohog,49,400,183
cohos,33,302,171
coifs,39,446,186
coign,44,498,188
coils,26,246,138
coins,28,217,132
coirs,24,284,163
coits,27,225,146
coked,44,203,105
cokes,34,199,99
colas,23,100,114
colby,49,465,183
colds,31,307,145
coled,32,94,87
coles,22,90,74
coley,33,205,122
colic,38,170,145
colin,34,120,122
colls,27,203,90
colly,38,242,106
colog,40,227,146
colon,32,118,140
color,28,119,149
colts,28,242,137
colza,45,481,184
comae,32,312,154
comal,37,165,130
comas,31,166,112
combe,47,326,146
combi,51,373,149
combo,49,319,134
combs,46,420,144
comby,57,438,154
comer,34,163,113
comes,30,162,101
comet,37,220,132
comfy,59,552,179
comic,46,262,147
comix,58,388,159
comma,45,328,158
commo,46,361,168
comms,43,413,170
commy,54,458,147
compo,45,321,163
comps,42,324,131
compt,49,429,160
comte,37,373,179
comus,38,291,150
conch,50,223,133
condo,36,212,141
coned,34,78,78
cones,24,74,59
coney,35,189,105
confs,42,406,172
conga,41,174,111
conge,40,178,113
congo,42,195,116
conia,30,259,148
conic,40,204,133
conin,36,154,145
conks,41,206,105
conky,52,273,130
conne,32,221,143
conns,31,250,149
conte,31,139,144
conto,33,170,144
conus,32,258,159
convo,47,438,170
cooch,45,219,159
cooed,29,237,157
cooee,20,269,165
cooer,23,234,158
cooey,30,348,159
coofs,37,372,152
cooks,36,232,129
cooky,47,299,135
cools,24,157,133
cooly,35,196,142
coomb,49,299,138
cooms,32,270,149
coomy,43,315,153
coons,26,131,116
coops,31,238,118
coopt,38,343,143
coost,25,108,144
coots,25,144,119
cooze,41,367,150
copal,36,187,149
copay,41,287,168
coped,39,174,116
copen,37,188,125
coper,33,171,95
copes,29,170,112
coppy,52,440,145
copra,34,258,164
copse,29,224,150
copsy,39,347,149
coqui,54,565,170
coral,27,68,107
coram,35,103,100
corbe,37,296,160
corby,47,408,158
cords,29,262,123
cored,30,62,61
corer,24,59,94
cores,20,58,57
corey,31,173,118
corgi,40,352,158
coria,26,185,128
corks,37,253,119
corky,48,320,146
corms,33,335,136
corni,32,297,150
corno,30,292,151
corns,27,252,122
cornu,36,370,151
corny,38,350,145
corps,32,326,154
corse,20,131,128
corso,22,200,148
cosec,28,217,123
cosed,26,83,98
coses,16,79,78
coset,23,137,113
cosey,27,194,117
cosie,21,232,162
costa,24,103,114
coste,23,93,113
costs,22,97,110
cotan,32,129,148
coted,33,116,113
cotes,23,112,94
coths,37,331,152
cotta,31,250,151
cotts,29,244,146
couch,51,263,155
coude,35,253,165
cough,55,401,147
could,40,322,152
count,39,205,126
coupe,38,262,148
coups,37,302,149
courb,45,306,143
courd,38,259,138
coure,29,123,113
cours,28,182,117
court,35,233,141
couta,33,205,139
couth,46,249,135
coved,47,246,126
coven,45,260,115
cover,41,243,99
coves,37,242,111
covet,44,300,141
covey,48,357,142
covin,49,328,170
cowal,43,186,162
cowan,45,185,150
cowed,46,194,118
cower,40,191,130
cowks,53,358,177
cowls,41,347,156
cowps,48,396,181
cowry,50,413,179
coxae,42,591,194
coxal,47,444,192
coxed,50,363,153
coxes,40,359,137
coxib,61,586,187
coyau,37,428,181
coyed,37,329,159
coyer,31,326,147
coyly,43,448,178
coypu,48,517,194
cozed,48,343,158
cozen,46,357,166
cozes,38,339,145
cozey,49,454,173
cozie,43,475,191
craal,26,315,150
crabs,35,358,134
crack,48,272,92
craft,44,441,143
crags,34,315,126
craic,35,218,120
craig,39,292,120
crake,37,256,93
crame,33,183,75
cramp,45,272,101
crams,32,263,101
crane,27,138,60
crank,44,225,66
crans,26,167,53
crape,32,221,98
craps,31,261,109
crapy,42,325,135
crare,23,116,87
crash,33,173,86
crass,18,255,82
crate,26,155,57
crave,40,264,85
crawl,44,411,134
craws,38,376,125
crays,29,376,109
craze,41,366,112
crazy,51,453,148
creak,37,244,114
cream,33,182,113
credo,30,178,106
creds,27,181,94
creed,28,149,88
creek,36,324,102
creel,24,170,99
creep,31,283,98
crees,18,145,92
creme,32,238,130
crems,31,318,142
crena,27,177,121
crepe,31,280,148
creps,30,320,141
crept,37,425,148
crepy,41,384,156
cress,17,244,90
crest,24,124,54
crewe,38,339,133
crews,37,412,138
crias,23,245,147
cribs,38,452,169
crick,51,266,109
cried,32,192,129
crier,26,189,117
cries,22,188,118
crime,36,245,128
crimp,48,334,136
crims,35,325,139
crine,30,151,88
crios,24,318,163
cripe,35,297,136
crips,34,337,145
crise,22,165,100
crisp,34,239,129
crith,43,238,136
crits,28,188,119
croak,39,345,144
croci,36,413,155
crock,49,335,123
crocs,31,448,153
croft,45,460,157
crogs,35,355,138
cromb,50,351,134
crome,34,242,126
crone,28,154,70
cronk,45,241,103
crons,27,183,87
crony,38,281,112
crook,40,267,97
crool,28,188,103
croon,30,162,107
crops,32,290,126
crore,24,138,103
cross,19,280,104
crost,26,160,101
croup,41,309,124
crout,35,262,103
crowd,49,399,130
crown,47,362,107
crows,39,343,103
croze,42,419,142
cruck,55,422,145
crude,36,348,154
crudo,38,388,161
cruds,35,391,151
crudy,46,442,166
cruel,32,350,165
crues,26,325,153
cruet,33,383,162
cruft,51,533,170
crumb,56,402,132
crump,52,382,113
crunk,51,335,125
cruor,32,412,179
crura,31,220,143
cruse,26,238,109
crush,40,277,126
crust,32,239,120
crusy,36,361,142
cruve,47,442,172
crwth,58,609,197
cryer,32,346,159
crypt,47,598,193
ctene,29,234,140
cubby,66,622,159
cubeb,56,494,178
cubed,49,334,158
cuber,43,331,150
cubes,39,330,143
cubic,55,433,180
cubit,50,423,167
cuddy,52,557,156
cuffo,62,569,157
cuffs,59,560,123
cuifs,45,560,188
cuing,50,341,121
cuish,41,355,175
cuits,33,339,147
cukes,40,338,133
culch,54,416,169
culet,35,259,137
culex,52,353,150
culls,33,314,97
cully,44,353,113
culms,41,490,173
culpa,42,425,168
culti,39,415,170
cults,34,353,140
culty,45,423,162
cumec,48,364,178
cumin,48,276,154
cundy,50,373,147
cunei,35,307,181
cunit,41,301,172
cunts,36,250,113
cupel,41,315,163
cupid,49,404,186
cuppa,49,465,178
cuppy,58,560,156
curat,34,184,95
curbs,42,483,151
curch,52,364,160
curds,35,355,128
curdy,46,406,144
cured,36,155,70
curer,30,152,103
cures,26,151,66
curet,33,209,113
curfs,44,486,157
curia,32,278,131
curie,31,230,116
curio,33,333,143
curli,36,345,155
curls,31,360,129
curly,42,399,143
curns,33,345,125
curny,44,443,148
currs,29,342,129
